group id,buy item,buy quantity,sell item,sell quantity,quantity,posted by,added,server
0,2793,1,303,1,1,CheapMule,2020-01-18 01:43:22,
1,2793,2,303,1,1,Camzilla,2020-01-18 01:42:02,
2,2793,1,303,1,1,Dalamaster,2020-01-17 22:48:50,EUE
3,2793,1,303,1,1,Loatus,2020-01-16 19:24:20,
4,2793,1,308,1,1,BepBepBep,2020-01-18 02:38:43,EUE
5,573,1,2793,100,1,ImHip,2020-01-16 17:03:12,
6,573,1,2990,5,1,ImHip,2020-01-16 17:03:12,
7,2793,1,573,1,1,CheapMule,2020-01-18 01:43:22,
8,8337,1,2793,1,10,Nimty,2020-01-17 01:55:21,USW
8,613,1,,,10,Nimty,2020-01-17 01:55:21,USW
9,2793,1,613,1,1,Sinwah,2020-01-17 18:24:01,
10,2793,2,613,1,1,Nitsuja,2020-01-17 16:02:35,
11,2985,1,8343,1,1,FubukiPvP,2020-01-18 04:13:13,
11,,,8346,1,1,FubukiPvP,2020-01-18 04:13:13,
11,,,8345,1,1,FubukiPvP,2020-01-18 04:13:13,
11,,,613,1,1,FubukiPvP,2020-01-18 04:13:13,
12,2793,2,613,1,1,FatElgoon,2020-01-18 01:31:09,
13,2985,1,8333,1,1,Snuf,2020-01-18 01:13:49,
13,,,8342,1,1,Snuf,2020-01-18 01:13:49,
13,,,8343,1,1,Snuf,2020-01-18 01:13:49,
13,,,8334,1,1,Snuf,2020-01-18 01:13:49,
13,,,613,1,1,Snuf,2020-01-18 01:13:49,
14,2793,2,613,1,1,HRSV,2020-01-17 17:58:07,
15,2793,2,613,1,1,Pomnqwzx,2020-01-17 17:11:48,
16,2793,1,613,1,1,Utvandrare,2020-01-17 09:36:22,
17,2793,1,613,1,1,PupLoyal,2020-01-17 00:37:26,USE
18,2794,1,613,1,1,Mursito,2020-01-16 17:09:46,
19,2793,1,1404,1,1,CheapMule,2020-01-18 01:43:22,
20,2794,1,1404,1,1,Bobbinater,2020-01-18 00:07:17,USE2
21,2793,4,1409,1,1,HeroOfWar,2020-01-18 03:23:51,USW2
22,2793,3,1409,1,1,Disissiomp,2020-01-17 15:47:46,USE2
23,2793,1,1412,1,1,Frodobaggz,2020-01-18 05:15:55,
24,2793,3,1412,1,1,CheapMule,2020-01-18 01:43:22,
25,2793,2,1412,1,1,XFantasyy,2020-01-18 00:12:31,
26,2793,1,1412,1,1,EpicGanon,2020-01-17 17:40:18,USW2
27,1413,1,2793,2,1,Dibujitos,2020-01-17 15:51:50,
28,1413,1,2793,2,1,ArAnDaNoxD,2020-01-17 14:13:59,
29,1413,1,2793,3,1,Paizon,2020-01-17 09:22:32,
30,2793,4,1413,1,3,ASDMJRHZFM,2020-01-18 06:11:46,
31,1414,1,2793,2,1,Dibujitos,2020-01-17 15:51:50,
32,1414,1,2793,2,1,ArAnDaNoxD,2020-01-17 14:13:59,
33,1414,1,2793,3,1,Paizon,2020-01-17 09:22:32,
34,2793,4,1414,1,2,ASDMJRHZFM,2020-01-18 06:11:46,
35,1415,1,2793,2,1,ArAnDaNoxD,2020-01-17 14:13:59,
36,1415,1,2793,3,1,Paizon,2020-01-17 09:22:32,
37,2793,4,1415,1,7,ASDMJRHZFM,2020-01-18 06:11:46,
38,1416,1,2793,2,1,ArAnDaNoxD,2020-01-17 14:13:59,
39,1416,1,2793,3,1,Paizon,2020-01-17 09:22:32,
40,2793,4,1416,1,2,ASDMJRHZFM,2020-01-18 06:11:46,
41,2793,1,1793,1,1,CheapMule,2020-01-18 01:43:22,
42,2793,1,1803,1,1,CheapMule,2020-01-18 01:43:22,
43,3098,1,1808,1,10,Seasharck,2020-01-18 06:21:14,
44,2793,3,1808,1,1,Firyturb,2020-01-16 21:53:56,
45,2793,3,1808,1,1,XFantasyy,2020-01-18 00:12:31,
46,2793,3,1808,1,1,Keythsson,2020-01-17 23:21:21,USS2
47,2793,3,1808,1,1,Disissiomp,2020-01-17 15:47:46,USE2
48,2793,2,1808,1,1,XEnvy,2020-01-17 03:37:53,
49,2793,3,1808,1,5,Starvingme,2020-01-16 19:40:32,
50,2793,3,1808,1,256,Loatus,2020-01-16 19:24:20,
51,2793,3,1808,1,1,Luvmen,2020-01-16 17:09:30,
52,1826,2,2793,1,1,Utaklamok,2020-01-18 04:53:31,
53,1826,2,2793,1,1,Alphamalee,2020-01-18 01:59:20,
54,1826,1,2793,1,1,ProDanney,2020-01-17 13:15:16,USE2
55,1826,8,2794,8,1,WIBA,2020-01-17 04:16:11,AUS
56,1826,1,2793,1,1,BorubarS,2020-01-16 17:58:00,
57,2793,1,1826,1,1,CptVasbar,2020-01-18 06:24:41,
58,2793,1,1826,1,1,BrandonRos,2020-01-18 06:04:16,USW2
59,2793,1,1826,1,1,Omnific,2020-01-18 02:52:17,USE
60,2793,1,1826,1,1,Akantha,2020-01-18 02:10:51,USW2
61,2793,1,1826,1,1,IAmTian,2020-01-16 08:43:11,
62,2793,2,1826,2,1,Beres,2020-01-18 05:41:39,USE
63,2793,1,1826,1,1,Nately,2020-01-18 04:41:41,USW2
64,2765,1,1826,1,1,Dumbkor,2020-01-18 03:37:00,AUS
65,2815,1,1826,1,1,Dumbkor,2020-01-18 03:37:00,AUS
66,2793,1,1826,1,1,Dumbkor,2020-01-18 03:37:00,AUS
67,2793,1,1826,1,3,TheRealOne,2020-01-18 01:52:10,USW2
68,2793,2,1826,1,1,Hamikasa,2020-01-18 01:48:29,
69,2793,1,1826,1,1,Lemonwish,2020-01-18 01:19:51,USE2
70,2793,1,1826,1,1,Mad,2020-01-18 01:16:59,
71,2821,1,1826,1,1,Dunsparse,2020-01-18 00:17:50,USE
72,2794,4,1826,1,2,DeahPoland,2020-01-17 23:43:57,EUE
73,2793,1,1826,1,2,DeahPoland,2020-01-17 23:43:57,EUE
74,2793,1,1826,1,1,CarryUwU,2020-01-17 23:03:29,EUE
75,2794,3,1826,1,1,CapaDeRola,2020-01-17 22:34:05,USS3
76,2592,3,1826,1,2,RaimbowCow,2020-01-17 22:09:24,USW2
77,2793,1,1826,1,2,Oktible,2020-01-17 22:00:58,USW2
78,2793,4,1826,4,1,Persly,2020-01-17 21:13:29,
79,2793,1,1826,1,1,BozyGroch,2020-01-17 19:28:45,
80,2793,1,1826,1,1,Parakont,2020-01-17 19:23:38,EUSW
81,2793,1,1826,1,1,Kimbarow,2020-01-17 17:45:14,USW2
82,2794,3,1826,1,1,Kimbarow,2020-01-17 17:45:14,USW2
83,2793,1,1826,1,1,Boczath,2020-01-17 17:16:15,USW2
84,2793,1,1826,1,1,Pomnqwzx,2020-01-17 17:11:48,
85,2793,2,1826,1,1,LPMCGEE,2020-01-17 12:26:16,
86,9063,1,1826,10,1,FermiLevel,2020-01-17 12:11:06,
87,2985,1,1826,8,1,FermiLevel,2020-01-17 12:11:06,
88,8608,1,1826,10,1,FermiLevel,2020-01-17 12:11:06,
89,2990,1,1826,10,1,FermiLevel,2020-01-17 12:11:06,
90,2793,1,1826,1,1,Twiskwer,2020-01-17 02:03:18,AUS
91,2793,1,1826,1,1,Deathi,2020-01-17 00:56:55,USW2
92,2793,1,1826,1,1,Mursito,2020-01-16 17:09:46,
93,2592,10,1826,1,1,RobotBill,2020-01-16 08:47:35,AUS
93,2591,10,,,1,RobotBill,2020-01-16 08:47:35,AUS
93,2793,3,,,1,RobotBill,2020-01-16 08:47:35,AUS
93,2856,1,,,1,RobotBill,2020-01-16 08:47:35,AUS
93,8336,1,,,1,RobotBill,2020-01-16 08:47:35,AUS
94,2793,2,1932,1,1,CheapMule,2020-01-18 01:43:22,
95,2173,1,2793,1,99,Milk,2020-01-17 20:30:10,
96,2173,1,2793,1,16,WindyPixel,2020-01-17 18:57:38,
97,2173,1,2793,1,1,Espayke,2020-01-16 23:10:19,
98,2793,1,2173,1,1,CheapMule,2020-01-18 01:43:22,
99,2793,1,2555,1,1,CheapMule,2020-01-18 01:43:22,
100,2592,1,2572,1,1,CoalNecro,2020-01-18 05:50:10,USW2
100,2591,1,2735,1,1,CoalNecro,2020-01-18 05:50:10,USW2
100,2593,1,2848,1,1,CoalNecro,2020-01-18 05:50:10,USW2
100,2636,1,3160,1,1,CoalNecro,2020-01-18 05:50:10,USW2
100,2613,1,,,1,CoalNecro,2020-01-18 05:50:10,USW2
100,2612,1,,,1,CoalNecro,2020-01-18 05:50:10,USW2
101,2592,2,2572,1,1,SplashyHD,2020-01-18 05:38:46,
102,2612,1,2785,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2661,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2608,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2651,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2572,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2728,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2735,1,1,XOpPenguin,2020-01-18 01:16:31,
102,,,2866,1,1,XOpPenguin,2020-01-18 01:16:31,
103,2592,1,2572,1,1,Alphamalee,2020-01-18 01:59:20,
104,2592,1,2572,1,1,TheRealOne,2020-01-18 01:52:10,USW2
105,2592,1,2572,1,1,ItsNotDon,2020-01-18 01:38:04,
106,2794,1,2572,1,1,WafelcioPL,2020-01-17 20:34:24,EUE
107,2592,1,2572,1,1,Himpy,2020-01-17 14:08:27,
108,2793,1,2572,1,1,POCKETSAND,2020-01-17 13:47:38,
109,2985,1,2827,1,1,FermiLevel,2020-01-17 12:11:06,
109,,,2812,1,1,FermiLevel,2020-01-17 12:11:06,
109,,,2572,1,1,FermiLevel,2020-01-17 12:11:06,
109,,,2765,1,1,FermiLevel,2020-01-17 12:11:06,
110,2793,1,2572,1,1,Deathi,2020-01-17 00:56:55,USW2
111,2591,3,2572,1,1,Deathi,2020-01-17 00:56:55,USW2
112,2592,1,2572,1,1,Roobanoopa,2020-01-16 19:06:43,
113,2591,8,2793,1,2,ASDMJRHZFM,2020-01-18 06:11:46,
114,2592,1,2572,1,1,CoalNecro,2020-01-18 05:50:10,USW2
114,2591,1,2735,1,1,CoalNecro,2020-01-18 05:50:10,USW2
114,2593,1,2848,1,1,CoalNecro,2020-01-18 05:50:10,USW2
114,2636,1,3160,1,1,CoalNecro,2020-01-18 05:50:10,USW2
114,2613,1,,,1,CoalNecro,2020-01-18 05:50:10,USW2
114,2612,1,,,1,CoalNecro,2020-01-18 05:50:10,USW2
115,2592,1,2785,1,1,NickMo,2020-01-17 16:14:00,USE2
115,2591,1,,,1,NickMo,2020-01-17 16:14:00,USE2
115,2593,1,,,1,NickMo,2020-01-17 16:14:00,USE2
115,2636,1,,,1,NickMo,2020-01-17 16:14:00,USE2
115,2612,1,,,1,NickMo,2020-01-17 16:14:00,USE2
116,2591,7,2793,1,1,Bortex,2020-01-17 13:24:58,
117,2591,1,2760,1,1,Beres,2020-01-18 05:41:39,USE
118,2591,1,2981,1,1,Beres,2020-01-18 05:41:39,USE
119,2591,1,3137,1,9,Tchetchelo,2020-01-18 05:39:09,USW2
120,2591,1,2766,1,1,Nately,2020-01-18 04:41:42,USW2
121,2591,1,2761,1,1,Nately,2020-01-18 04:41:42,USW2
122,2591,2,3242,1,1,Marlinaa,2020-01-18 04:21:58,
122,2793,1,,,1,Marlinaa,2020-01-18 04:21:58,
123,2591,2,9612,1,1,Marlinaa,2020-01-18 04:21:58,
124,2591,1,2630,1,4,Drachma,2020-01-18 03:26:32,
125,2591,1,2703,1,1,Alphamalee,2020-01-18 01:59:20,
125,2593,1,,,1,Alphamalee,2020-01-18 01:59:20,
125,2636,1,,,1,Alphamalee,2020-01-18 01:59:20,
125,2613,1,,,1,Alphamalee,2020-01-18 01:59:20,
125,2612,1,,,1,Alphamalee,2020-01-18 01:59:20,
126,2591,1,3151,1,1,Alphamalee,2020-01-18 01:59:20,
126,2593,1,,,1,Alphamalee,2020-01-18 01:59:20,
126,2636,1,,,1,Alphamalee,2020-01-18 01:59:20,
126,2613,1,,,1,Alphamalee,2020-01-18 01:59:20,
126,2612,1,,,1,Alphamalee,2020-01-18 01:59:20,
127,2591,7,2793,1,1,Lehv,2020-01-18 01:58:09,USE2
128,2591,2,2794,1,1,Juuuuuuice,2020-01-18 01:51:29,
129,2591,8,2793,1,1,Taiyou,2020-01-18 01:23:09,
130,2591,5,2793,1,1,XCraziex,2020-01-18 00:52:53,
131,2591,1,2608,1,1,Shanila,2020-01-18 00:49:38,USW2
132,2591,1,3160,1,1,Shanila,2020-01-18 00:49:38,USW2
133,2591,2,2707,1,1,Shanila,2020-01-18 00:49:38,USW2
134,2591,1,2706,1,1,Shanila,2020-01-18 00:49:38,USW2
135,2591,1,2759,1,1,Shanila,2020-01-18 00:49:38,USW2
136,2591,1,2763,1,1,Shanila,2020-01-18 00:49:38,USW2
137,2591,1,2762,1,1,Shanila,2020-01-18 00:49:38,USW2
138,2591,2,2613,5,2,Shanila,2020-01-18 00:49:38,USW2
139,2591,1,2613,2,2,Shanila,2020-01-18 00:49:38,USW2
140,2591,1,2707,1,1,Shanila,2020-01-18 00:49:38,USW2
141,2591,1,2757,1,1,Shanila,2020-01-18 00:49:38,USW2
142,2591,5,2793,1,1,Flamingohs,2020-01-18 00:25:06,
143,2591,1,2757,1,1,Dunsparse,2020-01-18 00:17:50,USE
144,2591,1,3229,1,1,Dunsparse,2020-01-18 00:17:50,USE
145,2591,4,2794,1,2,DeahPoland,2020-01-17 23:43:57,EUE
146,2591,3,2631,1,1,Blooweur,2020-01-17 23:22:51,EUE
147,2591,1,2706,1,1,Blooweur,2020-01-17 23:22:51,EUE
148,2591,8,2793,1,1,StivXXX,2020-01-17 22:36:01,
149,2591,1,2636,3,1,PLFanzloch,2020-01-17 22:19:25,
150,2591,1,2613,1,1,PLFanzloch,2020-01-17 22:19:25,
151,2591,1,2593,3,1,PLFanzloch,2020-01-17 22:19:25,
152,2591,2,3210,1,1,Derpymale,2020-01-17 22:09:56,USW2
153,2591,1,-102,1,1,Meizzel,2020-01-17 22:06:31,
154,2591,1,2735,1,1,Hoggery,2020-01-17 20:38:43,USS3
155,2591,2,2794,1,1,PotatoIX,2020-01-17 20:28:16,EUE
156,2591,1,2757,1,1,Phalcon,2020-01-17 19:50:50,EUE
157,2591,1,2742,1,1,Phalcon,2020-01-17 19:50:50,EUE
158,2591,1,2728,1,1,Phalcon,2020-01-17 19:50:50,EUE
159,2591,1,2667,1,1,Phalcon,2020-01-17 19:50:50,EUE
160,2591,2,2695,1,1,Phalcon,2020-01-17 19:50:50,EUE
161,2591,2,2707,1,1,Phalcon,2020-01-17 19:50:50,EUE
162,2591,2,2710,1,1,Phalcon,2020-01-17 19:50:50,EUE
163,2591,1,2703,1,1,Phalcon,2020-01-17 19:50:50,EUE
164,2591,2,2704,1,1,Phalcon,2020-01-17 19:50:50,EUE
165,2591,2,2698,1,1,Phalcon,2020-01-17 19:50:50,EUE
166,2591,1,2697,1,1,Phalcon,2020-01-17 19:50:50,EUE
167,2591,1,2763,1,1,Phalcon,2020-01-17 19:50:50,EUE
168,2591,1,2752,1,1,Phalcon,2020-01-17 19:50:50,EUE
169,2591,2,2761,1,1,Phalcon,2020-01-17 19:50:50,EUE
170,2591,2,2766,1,1,Phalcon,2020-01-17 19:50:50,EUE
171,2591,1,2706,1,1,Phalcon,2020-01-17 19:50:50,EUE
172,2591,1,2692,1,1,Phalcon,2020-01-17 19:50:50,EUE
173,2591,1,2709,1,1,Phalcon,2020-01-17 19:50:50,EUE
174,2591,1,3151,1,1,Phalcon,2020-01-17 19:50:50,EUE
175,2591,1,2721,1,1,Phalcon,2020-01-17 19:50:50,EUE
176,2591,1,2700,1,1,Phalcon,2020-01-17 19:50:50,EUE
177,2591,1,2762,1,1,Phalcon,2020-01-17 19:50:50,EUE
178,2591,2,2759,1,1,Phalcon,2020-01-17 19:50:50,EUE
179,2591,1,2694,1,1,Phalcon,2020-01-17 19:50:50,EUE
180,2591,6,2793,1,1,Wreak,2020-01-17 19:45:47,
181,2591,1,2703,1,1,Serovay,2020-01-17 18:26:28,USW
182,2591,2,2794,1,1,Sivart,2020-01-17 17:59:42,
183,2591,3,2794,1,1,Tarfur,2020-01-17 16:26:47,EUE
184,2591,6,2793,1,1,Tarfur,2020-01-17 16:26:47,EUE
185,2591,8,2793,1,1,BabyRodnyy,2020-01-17 16:10:07,USE
186,2591,1,2703,1,1,Ydhem,2020-01-17 14:17:48,EUW
187,2591,1,2706,1,1,Ydhem,2020-01-17 14:17:48,EUW
188,2591,4,2827,1,1,StrangerA,2020-01-17 13:30:53,
189,2591,2,2853,1,1,Nowicked,2020-01-17 13:08:10,AUS
189,2793,1,,,1,Nowicked,2020-01-17 13:08:10,AUS
190,2591,3,2986,1,1,Utvandrare,2020-01-17 09:36:22,
191,2591,5,2793,1,1,DrAcid,2020-01-17 09:36:14,USW2
192,2591,1,2592,1,1,Bixknight,2020-01-17 06:16:27,USW
193,2591,1,9068,1,20,PooplePie,2020-01-17 01:56:51,
194,2591,6,2793,1,69,Zacksoccer,2020-01-17 01:37:14,
195,2591,3,2572,1,1,Deathi,2020-01-17 00:56:55,USW2
196,2591,2,2794,1,1,PupLoyal,2020-01-17 00:37:26,USE
197,2591,4,2793,1,1,PupLoyal,2020-01-17 00:37:26,USE
198,2591,4,2793,1,1,itachiToT,2020-01-16 16:55:22,EUE
199,2591,1,2794,1,1,itachiToT,2020-01-16 16:55:22,EUE
200,2591,5,2793,1,1,Arimetikos,2020-01-16 16:41:47,
201,2591,1,2704,1,1,Arimetikos,2020-01-16 16:41:47,
202,2591,1,2707,1,1,Arimetikos,2020-01-16 16:41:47,
203,2591,1,2612,2,1,Wowcoolman,2020-01-16 14:33:11,
204,2592,10,1826,1,1,RobotBill,2020-01-16 08:47:35,AUS
204,2591,10,,,1,RobotBill,2020-01-16 08:47:35,AUS
204,2793,3,,,1,RobotBill,2020-01-16 08:47:35,AUS
204,2856,1,,,1,RobotBill,2020-01-16 08:47:35,AUS
204,8336,1,,,1,RobotBill,2020-01-16 08:47:35,AUS
205,2592,10,9053,1,1,RobotBill,2020-01-16 08:47:35,AUS
205,2591,10,,,1,RobotBill,2020-01-16 08:47:35,AUS
205,2793,3,,,1,RobotBill,2020-01-16 08:47:35,AUS
205,2856,1,,,1,RobotBill,2020-01-16 08:47:35,AUS
205,8336,1,,,1,RobotBill,2020-01-16 08:47:35,AUS
206,2793,1,2591,4,1,Supavairah,2020-01-18 06:31:13,USW2
207,2794,1,2591,3,1,Acoskylar,2020-01-18 06:25:38,
208,2592,1,2591,1,1,Acoskylar,2020-01-18 06:25:38,
209,2612,2,2591,1,1,Acoskylar,2020-01-18 06:25:38,
210,2793,3,2591,8,1,NicciJ,2020-01-18 06:08:08,USW2
211,9070,1,2591,8,1,NicciJ,2020-01-18 06:08:08,USW2
212,2793,1,2591,8,1,FnvMaster,2020-01-18 06:05:09,
213,2592,1,2591,1,3,Dsahghguui,2020-01-18 06:04:47,USE
214,2793,1,2591,4,1,KaOzBj,2020-01-18 05:49:42,
215,2793,1,2591,4,1,ToiletTaco,2020-01-18 04:52:23,
216,2592,1,2591,1,32,ONyxxxx,2020-01-18 03:54:07,
217,2593,6,2591,3,1,Waaaable,2020-01-18 00:15:44,
218,2793,1,2591,4,1,Firyturb,2020-01-16 21:53:56,
219,2793,6,2591,16,1,Nanadwarf,2020-01-18 04:22:16,
220,2592,1,2591,1,9,Drachma,2020-01-18 03:26:32,
221,2612,5,2591,1,1,Xsammy,2020-01-18 03:24:47,
221,,,2794,4,1,Xsammy,2020-01-18 03:24:47,
222,2592,4,2591,4,1,BepBepBep,2020-01-18 02:38:43,EUE
223,2793,1,2591,4,1,BepBepBep,2020-01-18 02:38:43,EUE
224,2793,3,2591,8,1,Axltlemade,2020-01-18 01:59:46,
225,2785,1,2591,1,1,Nwg,2020-01-18 01:53:36,USW2
226,3249,1,2591,1,1,JayZm,2020-01-18 01:52:53,
227,2592,1,2591,1,1,Loggiee,2020-01-18 01:46:53,USW2
228,2793,1,2591,4,3,PanpanBam,2020-01-18 01:37:21,
229,2793,3,2591,8,2,Gartt,2020-01-17 23:55:57,USE2
230,2793,1,2591,4,2,Speedori,2020-01-17 23:40:56,
231,2793,1,2591,6,3,Johnblackx,2020-01-17 23:34:44,USMW
232,2793,1,2591,4,2,Blooweur,2020-01-17 23:22:51,EUE
233,2793,1,2591,4,1,CarryUwU,2020-01-17 23:03:29,EUE
234,9070,1,2591,8,1,CarryUwU,2020-01-17 23:03:29,EUE
235,3206,1,2591,4,1,CarryUwU,2020-01-17 23:03:29,EUE
236,3205,1,2591,1,1,CarryUwU,2020-01-17 23:03:29,EUE
237,2793,2,2591,8,1,ValleWest,2020-01-17 21:11:00,
238,3209,1,2591,1,1,JumpJupite,2020-01-17 20:59:43,
239,3210,1,2591,1,1,JumpJupite,2020-01-17 20:59:43,
240,2793,3,2591,8,1,Milk,2020-01-17 20:30:10,
241,2592,1,2591,1,1,PotatoIX,2020-01-17 20:28:16,EUE
242,2793,1,2591,1,1,PotatoIX,2020-01-17 20:28:16,EUE
243,2794,1,2591,1,1,PotatoIX,2020-01-17 20:28:16,EUE
244,2701,1,2591,1,1,SrMojito,2020-01-17 19:01:00,USW2
245,2592,7,2591,8,1,JohnyGr,2020-01-17 18:52:32,
246,2592,1,2591,1,1,JohnyGr,2020-01-17 18:52:32,
247,2793,1,2591,5,2,Saldejummi,2020-01-17 17:58:25,
248,3205,1,2591,1,2,Relyksboa,2020-01-17 17:11:36,
249,2592,1,2591,1,1,Agos,2020-01-17 16:33:46,USW2
250,2793,2,2591,8,1,POCKETSAND,2020-01-17 13:47:38,
251,2793,2,2591,8,1,ZobiPL,2020-01-17 13:30:18,EUE
252,2592,2,2591,2,1,Nowicked,2020-01-17 13:08:10,AUS
253,2793,2,2591,7,1,LbrtN,2020-01-17 12:14:38,
254,2793,1,2591,4,1,LeDoughnut,2020-01-17 12:00:12,
255,2793,2,2591,6,1,Wolfor,2020-01-17 10:18:19,EUE
256,2793,1,2591,8,1,Emerdkdxs,2020-01-17 05:40:34,
257,2592,2,2591,1,1,Iqui,2020-01-17 03:37:50,USE
258,2735,1,2591,1,1,Cellf,2020-01-17 01:37:36,USW2
259,2722,1,2591,1,1,Cellf,2020-01-17 01:37:36,USW2
260,2651,1,2591,1,1,Cellf,2020-01-17 01:37:36,USW2
261,2710,1,2591,1,1,Cellf,2020-01-17 01:37:36,USW2
262,2695,1,2591,1,1,Cellf,2020-01-17 01:37:36,USW2
263,3217,1,2591,1,1,BlackDaeth,2020-01-16 22:09:41,
264,3205,1,2591,1,1,Badiboyi,2020-01-16 21:47:14,EUE
265,2793,1,2591,4,1,Weafsneaf,2020-01-16 20:37:46,
266,2612,2,2591,1,1,SparrowDS,2020-01-16 18:54:40,
267,2793,1,2592,3,1,Triggrbob,2020-01-16 16:17:25,USE2
267,,,2591,1,1,Triggrbob,2020-01-16 16:17:25,USE2
268,2793,1,2591,4,2,Triggrbob,2020-01-16 16:17:25,USE2
269,2722,1,2591,2,1,DawcioooC,2020-01-16 15:55:12,USW2
269,2710,1,,,1,DawcioooC,2020-01-16 15:55:12,USW2
270,2793,1,2591,4,2,Skylordjep,2020-01-16 12:36:08,
271,2592,1,2701,1,1,Supavairah,2020-01-18 06:31:13,USW2
272,2592,1,3151,1,1,Supavairah,2020-01-18 06:31:13,USW2
273,2592,2,2766,1,1,Supavairah,2020-01-18 06:31:13,USW2
274,2592,1,2752,1,1,Supavairah,2020-01-18 06:31:13,USW2
275,2592,1,3160,1,1,Supavairah,2020-01-18 06:31:13,USW2
276,2592,1,2591,1,1,Acoskylar,2020-01-18 06:25:38,
277,2592,1,2757,1,1,Dsahghguui,2020-01-18 06:04:47,USE
278,2592,1,2593,2,1,Dsahghguui,2020-01-18 06:04:47,USE
279,2592,1,2591,1,3,Dsahghguui,2020-01-18 06:04:47,USE
280,2592,1,2613,6,1,SHUTUPPPP,2020-01-18 05:54:17,USE2
281,2592,1,2572,1,1,CoalNecro,2020-01-18 05:50:10,USW2
281,2591,1,2735,1,1,CoalNecro,2020-01-18 05:50:10,USW2
281,2593,1,2848,1,1,CoalNecro,2020-01-18 05:50:10,USW2
281,2636,1,3160,1,1,CoalNecro,2020-01-18 05:50:10,USW2
281,2613,1,,,1,CoalNecro,2020-01-18 05:50:10,USW2
281,2612,1,,,1,CoalNecro,2020-01-18 05:50:10,USW2
282,2592,1,2757,1,1,SplashyHD,2020-01-18 05:38:47,
283,2592,2,2572,1,1,SplashyHD,2020-01-18 05:38:46,
284,2592,3,2613,8,1,NotXanfan,2020-01-18 04:24:42,USE2
285,2592,5,2793,1,1,Realmbosa,2020-01-18 04:03:22,
286,2592,6,2793,1,1,Realmbosa,2020-01-18 04:03:22,
287,2592,1,2591,1,32,ONyxxxx,2020-01-18 03:54:07,
288,2592,2,2794,1,2,Omnific,2020-01-18 02:52:17,USE
289,2592,4,2793,1,4,Omnific,2020-01-18 02:52:17,USE
290,2592,1,-102,2,1,XOpPenguin,2020-01-18 01:16:31,
291,2592,1,2608,1,1,Ashadon,2020-01-17 22:25:05,USS
292,2592,1,2661,1,1,Ashadon,2020-01-17 22:25:05,USS
293,2592,3,2794,1,5,Lokegod,2020-01-17 20:11:53,EUE
294,2592,5,9071,1,1,Lokegod,2020-01-17 20:11:53,EUE
295,2592,1,2757,1,1,Sinwah,2020-01-17 18:24:01,
296,2592,1,2752,1,1,Sinwah,2020-01-17 18:24:01,
297,2592,1,2785,1,1,Sinwah,2020-01-17 18:24:01,
297,,,2728,1,1,Sinwah,2020-01-17 18:24:01,
297,,,2742,1,1,Sinwah,2020-01-17 18:24:01,
297,,,3160,1,1,Sinwah,2020-01-17 18:24:01,
298,2592,1,2785,1,1,Sinwah,2020-01-17 18:24:01,
298,,,2735,1,1,Sinwah,2020-01-17 18:24:01,
298,,,2742,1,1,Sinwah,2020-01-17 18:24:01,
298,,,2630,1,1,Sinwah,2020-01-17 18:24:01,
298,,,2848,1,1,Sinwah,2020-01-17 18:24:01,
298,,,3160,1,1,Sinwah,2020-01-17 18:24:01,
299,2592,1,2706,1,1,Sinwah,2020-01-17 18:24:01,
300,2592,1,2762,1,1,Sinwah,2020-01-17 18:24:01,
301,2592,1,2692,1,1,Sinwah,2020-01-17 18:24:01,
302,2592,1,2709,1,1,Sinwah,2020-01-17 18:24:01,
303,2592,1,9085,1,1,Sinwah,2020-01-17 18:24:01,
304,2592,1,2707,1,1,Sinwah,2020-01-17 18:24:01,
305,2592,1,2785,1,1,NickMo,2020-01-17 16:14:00,USE2
305,2591,1,,,1,NickMo,2020-01-17 16:14:00,USE2
305,2593,1,,,1,NickMo,2020-01-17 16:14:00,USE2
305,2636,1,,,1,NickMo,2020-01-17 16:14:00,USE2
305,2612,1,,,1,NickMo,2020-01-17 16:14:00,USE2
306,2592,7,2793,1,1,Bortex,2020-01-17 13:24:58,
307,2592,6,2793,1,1,Mishlords,2020-01-17 10:36:47,USW2
308,2592,4,2793,1,1,Werewolfxx,2020-01-17 07:18:40,
309,2592,1,3237,1,1,Schmeeegul,2020-01-17 05:36:34,
310,2592,1,3249,1,1,Schmeeegul,2020-01-17 05:36:34,
311,2592,1,8846,1,1,Yaweh,2020-01-17 05:26:00,USW2
312,2592,1,2703,1,1,MadMot,2020-01-17 05:23:11,USE
313,2592,4,9610,1,1,MadMot,2020-01-17 05:23:11,USE
314,2592,1,2706,1,1,MadMot,2020-01-17 05:23:11,USE
315,2592,4,2752,1,1,MadMot,2020-01-17 05:23:11,USE
316,2592,2,2661,1,1,MadMot,2020-01-17 05:23:11,USE
317,2592,3,2794,1,1,Firyturb,2020-01-16 21:53:56,
318,2592,40,2990,1,1,GodasDeath,2020-01-18 05:55:11,
318,2985,1,,,1,GodasDeath,2020-01-18 05:55:11,
